"animal","dam","sire","sex","cohort"
"8_150","5_152","6_37","M",8
"8_151","5_152","6_37","M",8
"8_152","5_152","6_37","M",8
"8_153","5_182","7_172","F",8
"8_154","5_182","7_172","F",8
"8_155","5_182","7_172","F",8
"8_156","5_182","7_172","M",8
"8_157","5_80","7_76","F",8
"8_158","5_80","7_76","F",8
"8_159","5_80","7_76","F",8
"8_160","5_80","7_76","M",8
"8_161","6_165","0_46","F",8
"8_162","6_165","0_46","M",8
"8_163","6_165","0_46","F",8
"8_164","6_165","0_46","F",8
"8_165","3_32","5_123","M",8
"8_166","3_32","5_123","M",8
"8_167","3_32","5_123","M",8
"8_168","3_32","5_123","F",8
"8_169","3_176","7_29","M",8
"8_170","3_176","7_29","F",8
"8_171","3_176","7_29","M",8
"8_172","3_176","7_29","M",8
"8_173","6_126","6_94","F",8
"8_174","6_126","6_94","M",8
"8_175","6_126","6_94","M",8
"8_176","6_126","6_94","M",8
"8_177","6_170","7_93","F",8
"8_178","6_170","7_93","M",8
"8_179","6_170","7_93","F",8
"8_180","6_170","7_93","M",8
"8_181","6_139","6_16","F",8
"8_182","6_139","6_16","F",8
"8_183","6_139","6_16","M",8
"8_184","6_139","6_16","F",8
"8_185","3_76","5_63","M",8
"8_186","3_76","5_63","M",8
"8_187","3_76","5_63","M",8
"8_188","3_76","5_63","F",8
"8_189","6_198","7_156","F",8
"8_190","6_198","7_156","F",8
"8_191","6_198","7_156","M",8
"8_192","6_198","7_156","M",8
"8_193","6_158","7_148","F",8
"8_194","6_158","7_148","M",8
"8_195","6_158","7_148","F",8
"8_196","6_158","7_148","M",8
"8_197","5_169","7_196","M",8
"8_198","5_169","7_196","M",8
"8_199","5_169","7_196","F",8
"8_200","5_169","7_196","M",8
"9_1","8_90","7_196","M",9
"9_2","8_90","7_196","F",9
"9_3","8_90","7_196","M",9
"9_4","8_90","7_196","F",9
"9_5","8_133","8_18","F",9
"9_6","8_133","8_18","M",9
"9_7","8_133","8_18","F",9
"9_8","8_133","8_18","M",9
"9_9","8_81","6_155","F",9
"9_10","8_81","6_155","M",9
"9_11","8_81","6_155","F",9
"9_12","8_81","6_155","F",9
"9_13","8_182","6_195","M",9
"9_14","8_182","6_195","F",9
"9_15","8_182","6_195","F",9
"9_16","8_182","6_195","M",9
"9_17","8_108","8_83","M",9
"9_18","8_108","8_83","F",9
"9_19","8_108","8_83","M",9
"9_20","8_108","8_83","M",9
"9_21","8_181","7_62","F",9
"9_22","8_181","7_62","M",9
"9_23","8_181","7_62","F",9
"9_24","8_181","7_62","F",9
"9_25","8_29","8_186","M",9
"9_26","8_29","8_186","F",9
"9_27","8_29","8_186","F",9
"9_28","8_29","8_186","F",9
"9_29","8_129","8_144","F",9
"9_30","8_129","8_144","F",9
"9_31","8_129","8_144","F",9
"9_32","8_129","8_144","M",9
"9_33","8_148","7_37","M",9
"9_34","8_148","7_37","F",9
"9_35","8_148","7_37","F",9
"9_36","8_148","7_37","M",9
"9_37","8_189","8_152","M",9
"9_38","8_189","8_152","M",9
"9_39","8_189","8_152","M",9
"9_40","8_189","8_152","F",9
"9_41","8_88","8_28","F",9
"9_42","8_88","8_28","F",9
"9_43","8_88","8_28","M",9
"9_44","8_88","8_28","F",9
"9_45","8_199","6_94","M",9
"9_46","8_199","6_94","F",9
"9_47","8_199","6_94","F",9
"9_48","8_199","6_94","F",9
"9_49","8_87","8_125","M",9
"9_50","8_87","8_125","F",9
"9_51","8_87","8_125","M",9
"9_52","8_87","8_125","M",9
"9_53","8_86","8_68","M",9
"9_54","8_86","8_68","F",9
"9_55","8_86","8_68","M",9
"9_56","8_86","8_68","M",9
"9_57","8_93","8_166","F",9
"9_58","8_93","8_166","M",9
"9_59","8_93","8_166","M",9
"9_60","8_93","8_166","F",9
"9_61","8_27","7_199","M",9
"9_62","8_27","7_199","F",9
"9_63","8_27","7_199","M",9
"9_64","8_27","7_199","M",9
"9_65","8_164","5_123","M",9
"9_66","8_164","5_123","F",9
"9_67","8_164","5_123","F",9
"9_68","8_164","5_123","M",9
"9_69","8_82","8_105","M",9
"9_70","8_82","8_105","F",9
"9_71","8_82","8_105","M",9
"9_72","8_82","8_105","M",9
"9_73","8_89","7_184","F",9
"9_74","8_89","7_184","M",9
"9_75","8_89","7_184","F",9
"9_76","8_89","7_184","F",9
"9_77","8_39","6_169","F",9
"9_78","8_39","6_169","M",9
"9_79","8_39","6_169","M",9
"9_80","8_39","6_169","F",9
"9_81","8_60","8_156","M",9
"9_82","8_60","8_156","M",9
"9_83","8_60","8_156","M",9
"9_84","8_60","8_156","F",9
"9_85","8_119","8_31","F",9
"9_86","8_119","8_31","F",9
"9_87","8_119","8_31","F",9
"9_88","8_119","8_31","M",9
"9_89","8_130","8_19","M",9
"9_90","8_130","8_19","M",9
"9_91","8_130","8_19","M",9
"9_92","8_130","8_19","M",9
"9_93","8_8","8_37","F",9
"9_94","8_8","8_37","F",9
"9_95","8_8","8_37","M",9
"9_96","8_8","8_37","M",9
"9_97","8_168","0_46","F",9
"9_98","8_168","0_46","M",9
"9_99","8_168","0_46","M",9
"9_100","8_168","0_46","F",9
"9_101","7_58","8_14","M",9
"9_102","7_58","8_14","M",9
"9_103","7_58","8_14","F",9
"9_104","7_58","8_14","F",9
"9_105","7_105","7_39","F",9
"9_106","7_105","7_39","M",9
"9_107","7_105","7_39","M",9
"9_108","7_105","7_39","M",9
"9_109","7_16","4_111","M",9
"9_110","7_16","4_111","F",9
"9_111","7_16","4_111","M",9
"9_112","7_16","4_111","F",9
"9_113","4_54","7_172","F",9
"9_114","4_54","7_172","M",9
"9_115","4_54","7_172","F",9
"9_116","4_54","7_172","M",9
"9_117","5_32","7_73","F",9
"9_118","5_32","7_73","F",9
"9_119","5_32","7_73","M",9
"9_120","5_32","7_73","F",9
"9_121","7_187","7_156","F",9
"9_122","7_187","7_156","M",9
"9_123","7_187","7_156","M",9
"9_124","7_187","7_156","F",9
"9_125","6_12","8_9","F",9
"9_126","6_12","8_9","M",9
"9_127","6_12","8_9","F",9
"9_128","6_12","8_9","F",9
"9_129","3_176","7_93","M",9
"9_130","3_176","7_93","F",9
"9_131","3_176","7_93","F",9
"9_132","3_176","7_93","M",9
"9_133","7_27","6_16","M",9
"9_134","7_27","6_16","F",9
"9_135","7_27","6_16","F",9
"9_136","7_27","6_16","F",9
"9_137","6_133","8_25","F",9
"9_138","6_133","8_25","M",9
"9_139","6_133","8_25","M",9
"9_140","6_133","8_25","M",9
"9_141","6_74","8_20","M",9
"9_142","6_74","8_20","M",9
"9_143","6_74","8_20","F",9
"9_144","6_74","8_20","F",9
"9_145","4_39","4_42","F",9
"9_146","4_39","4_42","F",9
"9_147","4_39","4_42","F",9
"9_148","4_39","4_42","F",9
"9_149","7_67","4_119","M",9
"9_150","7_67","4_119","M",9
"9_151","7_67","4_119","M",9
"9_152","7_67","4_119","F",9
"9_153","6_95","8_79","M",9
"9_154","6_95","8_79","F",9
"9_155","6_95","8_79","M",9
"9_156","6_95","8_79","F",9
"9_157","7_2","8_64","F",9
"9_158","7_2","8_64","M",9
"9_159","7_2","8_64","M",9
"9_160","7_2","8_64","M",9
"9_161","7_10","7_21","F",9
"9_162","7_10","7_21","M",9
"9_163","7_10","7_21","F",9
"9_164","7_10","7_21","M",9
"9_165","5_152","8_57","F",9
"9_166","5_152","8_57","M",9
"9_167","5_152","8_57","M",9
"9_168","5_152","8_57","M",9
"9_169","7_78","8_145","M",9
"9_170","7_78","8_145","F",9
"9_171","7_78","8_145","M",9
"9_172","7_78","8_145","M",9
"9_173","7_130","6_154","M",9
"9_174","7_130","6_154","M",9
"9_175","7_130","6_154","F",9
"9_176","7_130","6_154","F",9
"9_177","5_80","7_29","F",9
"9_178","5_80","7_29","M",9
"9_179","5_80","7_29","M",9
"9_180","5_80","7_29","F",9
"9_181","3_32","8_150","M",9
"9_182","3_32","8_150","F",9
"9_183","3_32","8_150","M",9
"9_184","3_32","8_150","F",9
"9_185","6_170","8_21","M",9
"9_186","6_170","8_21","F",9
"9_187","6_170","8_21","F",9
"9_188","6_170","8_21","F",9
"9_189","5_169","8_162","M",9
"9_190","5_169","8_162","M",9
"9_191","5_169","8_162","F",9
"9_192","5_169","8_162","M",9
"9_193","6_139","7_48","F",9
"9_194","6_139","7_48","F",9
"9_195","6_139","7_48","F",9
"9_196","6_139","7_48","M",9
"9_197","7_20","4_186","F",9
"9_198","7_20","4_186","F",9
"9_199","7_20","4_186","F",9
"9_200","7_20","4_186","M",9
"10_1","9_21","8_31","F",10
"10_2","9_21","8_31","F",10
"10_3","9_21","8_31","F",10
"10_4","9_21","8_31","F",10
"10_5","9_121","8_156","F",10
"10_6","9_121","8_156","F",10
"10_7","9_121","8_156","F",10
"10_8","9_121","8_156","F",10
"10_9","9_50","6_94","M",10
"10_10","9_50","6_94","M",10
"10_11","9_50","6_94","F",10
"10_12","9_50","6_94","M",10
"10_13","9_184","7_62","M",10
"10_14","9_184","7_62","M",10
"10_15","9_184","7_62","M",10
"10_16","9_184","7_62","M",10
"10_17","9_27","9_107","M",10
"10_18","9_27","9_107","F",10
"10_19","9_27","9_107","M",10
"10_20","9_27","9_107","M",10
"10_21","9_35","9_149","F",10
"10_22","9_35","9_149","F",10
"10_23","9_35","9_149","F",10
"10_24","9_35","9_149","M",10
"10_25","9_180","9_33","M",10
"10_26","9_180","9_33","M",10
"10_27","9_180","9_33","M",10
"10_28","9_180","9_33","M",10
"10_29","9_9","9_114","F",10
"10_30","9_9","9_114","M",10
"10_31","9_9","9_114","F",10
"10_32","9_9","9_114","M",10
"10_33","9_113","6_155","F",10
"10_34","9_113","6_155","M",10
"10_35","9_113","6_155","F",10
"10_36","9_113","6_155","F",10
"10_37","9_134","9_36","M",10
"10_38","9_134","9_36","F",10
"10_39","9_134","9_36","F",10
"10_40","9_134","9_36","M",10
"10_41","9_44","9_138","F",10
"10_42","9_44","9_138","F",10
"10_43","9_44","9_138","F",10
"10_44","9_44","9_138","M",10
"10_45","9_100","9_38","M",10
"10_46","9_100","9_38","F",10
"10_47","9_100","9_38","F",10
"10_48","9_100","9_38","F",10
"10_49","9_85","4_119","M",10
"10_50","9_85","4_119","F",10
"10_51","9_85","4_119","M",10
"10_52","9_85","4_119","M",10
"10_53","9_42","9_79","M",10
"10_54","9_42","9_79","M",10
"10_55","9_42","9_79","F",10
"10_56","9_42","9_79","F",10
"10_57","9_186","9_72","F",10
"10_58","9_186","9_72","F",10
"10_59","9_186","9_72","F",10
"10_60","9_186","9_72","M",10
"10_61","9_66","7_184","M",10
"10_62","9_66","7_184","M",10
"10_63","9_66","7_184","M",10
"10_64","9_66","7_184","M",10
"10_65","9_128","8_83","M",10
"10_66","9_128","8_83","M",10
"10_67","9_128","8_83","F",10
"10_68","9_128","8_83","F",10
"10_69","9_152","9_129","F",10
"10_70","9_152","9_129","M",10
"10_71","9_152","9_129","M",10
"10_72","9_152","9_129","M",10
"10_73","9_144","9_192","M",10
"10_74","9_144","9_192","M",10
"10_75","9_144","9_192","M",10
"10_76","9_144","9_192","F",10
"10_77","9_157","8_9","M",10
"10_78","9_157","8_9","F",10
"10_79","9_157","8_9","M",10
"10_80","9_157","8_9","M",10
"10_81","9_120","8_162","M",10
"10_82","9_120","8_162","F",10
"10_83","9_120","8_162","F",10
"10_84","9_120","8_162","F",10
"10_85","9_145","9_172","F",10
"10_86","9_145","9_172","F",10
"10_87","9_145","9_172","F",10
"10_88","9_145","9_172","F",10
"10_89","9_93","7_172","F",10
"10_90","9_93","7_172","M",10
"10_91","9_93","7_172","F",10
"10_92","9_93","7_172","F",10
"10_93","9_110","8_37","M",10
"10_94","9_110","8_37","M",10
"10_95","9_110","8_37","M",10
"10_96","9_110","8_37","M",10
"10_97","9_105","7_37","F",10
"10_98","9_105","7_37","M",10
"10_99","9_105","7_37","M",10
"10_100","9_105","7_37","F",10
"10_101","8_88","9_39","M",10
"10_102","8_88","9_39","M",10
"10_103","8_88","9_39","M",10
"10_104","8_88","9_39","F",10
"10_105","8_164","8_125","F",10
"10_106","8_164","8_125","F",10
"10_107","8_164","8_125","F",10
"10_108","8_164","8_125","F",10
"10_109","8_108","7_93","M",10
"10_110","8_108","7_93","F",10
"10_111","8_108","7_93","F",10
"10_112","8_108","7_93","M",10
"10_113","7_27","9_116","M",10
"10_114","7_27","9_116","M",10
"10_115","7_27","9_116","F",10
"10_116","7_27","9_116","M",10
"10_117","7_187","8_152","F",10
"10_118","7_187","8_152","M",10
"10_119","7_187","8_152","M",10
"10_120","7_187","8_152","F",10
"10_121","8_86","9_17","F",10
"10_122","8_86","9_17","M",10
"10_123","8_86","9_17","M",10
"10_124","8_86","9_17","F",10
"10_125","6_133","8_105","F",10
"10_126","6_133","8_105","M",10
"10_127","6_133","8_105","M",10
"10_128","6_133","8_105","F",10
"10_129","8_130","0_46","M",10
"10_130","8_130","0_46","M",10
"10_131","8_130","0_46","M",10
"10_132","8_130","0_46","M",10
"10_133","6_12","6_16","M",10
"10_134","6_12","6_16","M",10
"10_135","6_12","6_16","F",10
"10_136","6_12","6_16","M",10
"10_137","6_139","8_145","M",10
"10_138","6_139","8_145","F",10
"10_139","6_139","8_145","F",10
"10_140","6_139","8_145","F",10
"10_141","8_189","9_71","M",10
"10_142","8_189","9_71","M",10
"10_143","8_189","9_71","M",10
"10_144","8_189","9_71","F",10
"10_145","8_27","9_10","M",10
"10_146","8_27","9_10","M",10
"10_147","8_27","9_10","F",10
"10_148","8_27","9_10","F",10
"10_149","8_81","9_32","M",10
"10_150","8_81","9_32","F",10
"10_151","8_81","9_32","F",10
"10_152","8_81","9_32","M",10
"10_153","8_148","8_79","F",10
"10_154","8_148","8_79","F",10
"10_155","8_148","8_79","M",10
"10_156","8_148","8_79","M",10
"10_157","5_169","9_37","F",10
"10_158","5_169","9_37","M",10
"10_159","5_169","9_37","M",10
"10_160","5_169","9_37","F",10
"10_161","7_105","9_78","F",10
"10_162","7_105","9_78","F",10
"10_163","7_105","9_78","F",10
"10_164","7_105","9_78","F",10
"10_165","7_130","7_156","M",10
"10_166","7_130","7_156","M",10
"10_167","7_130","7_156","F",10
"10_168","7_130","7_156","F",10
"10_169","8_29","9_119","F",10
"10_170","8_29","9_119","F",10
"10_171","8_29","9_119","M",10
"10_172","8_29","9_119","M",10
"10_173","7_58","9_83","M",10
"10_174","7_58","9_83","F",10
"10_175","7_58","9_83","F",10
"10_176","7_58","9_83","M",10
"10_177","8_93","4_186","M",10
"10_178","8_93","4_186","M",10
"10_179","8_93","4_186","F",10
"10_180","8_93","4_186","F",10
"10_181","5_152","9_13","F",10
"10_182","5_152","9_13","F",10
"10_183","5_152","9_13","M",10
"10_184","5_152","9_13","M",10
"10_185","7_2","9_81","F",10
"10_186","7_2","9_81","M",10
"10_187","7_2","9_81","F",10
"10_188","7_2","9_81","F",10
"10_189","6_74","8_64","M",10
"10_190","6_74","8_64","F",10
"10_191","6_74","8_64","M",10
"10_192","6_74","8_64","F",10
"10_193","7_67","8_144","M",10
"10_194","7_67","8_144","F",10
"10_195","7_67","8_144","F",10
"10_196","7_67","8_144","F",10
"10_197","8_82","9_171","F",10
"10_198","8_82","9_171","F",10
"10_199","8_82","9_171","M",10
"10_200","8_82","9_171","M",10
