"animal","dam","sire","sex","cohort"
"8_150","6_55","3_191","M",8
"8_151","6_55","3_191","M",8
"8_152","6_55","3_191","F",8
"8_153","6_101","7_68","F",8
"8_154","6_101","7_68","F",8
"8_155","6_101","7_68","M",8
"8_156","6_101","7_68","F",8
"8_157","6_198","7_30","F",8
"8_158","6_198","7_30","M",8
"8_159","6_198","7_30","F",8
"8_160","6_198","7_30","F",8
"8_161","5_114","7_125","M",8
"8_162","5_114","7_125","F",8
"8_163","5_114","7_125","M",8
"8_164","5_114","7_125","M",8
"8_165","4_118","6_181","M",8
"8_166","4_118","6_181","M",8
"8_167","4_118","6_181","M",8
"8_168","4_118","6_181","M",8
"8_169","4_171","6_18","M",8
"8_170","4_171","6_18","F",8
"8_171","4_171","6_18","M",8
"8_172","4_171","6_18","M",8
"8_173","4_128","6_53","M",8
"8_174","4_128","6_53","M",8
"8_175","4_128","6_53","M",8
"8_176","4_128","6_53","M",8
"8_177","5_83","6_41","M",8
"8_178","5_83","6_41","F",8
"8_179","5_83","6_41","F",8
"8_180","5_83","6_41","F",8
"8_181","6_139","4_34","M",8
"8_182","6_139","4_34","F",8
"8_183","6_139","4_34","F",8
"8_184","6_139","4_34","F",8
"8_185","5_14","7_170","F",8
"8_186","5_14","7_170","F",8
"8_187","5_14","7_170","M",8
"8_188","5_14","7_170","M",8
"8_189","3_149","7_100","F",8
"8_190","3_149","7_100","M",8
"8_191","3_149","7_100","M",8
"8_192","3_149","7_100","M",8
"8_193","6_42","6_123","M",8
"8_194","6_42","6_123","M",8
"8_195","6_42","6_123","M",8
"8_196","6_42","6_123","F",8
"8_197","6_193","3_98","M",8
"8_198","6_193","3_98","M",8
"8_199","6_193","3_98","F",8
"8_200","6_193","3_98","F",8
"9_1","8_2","8_127","M",9
"9_2","8_2","8_127","M",9
"9_3","8_2","8_127","M",9
"9_4","8_2","8_127","M",9
"9_5","8_76","7_124","F",9
"9_6","8_76","7_124","F",9
"9_7","8_76","7_124","M",9
"9_8","8_76","7_124","M",9
"9_9","8_74","6_161","F",9
"9_10","8_74","6_161","M",9
"9_11","8_74","6_161","F",9
"9_12","8_74","6_161","F",9
"9_13","8_152","6_181","M",9
"9_14","8_152","6_181","F",9
"9_15","8_152","6_181","M",9
"9_16","8_152","6_181","M",9
"9_17","8_114","8_107","M",9
"9_18","8_114","8_107","M",9
"9_19","8_114","8_107","M",9
"9_20","8_114","8_107","M",9
"9_21","8_153","4_33","M",9
"9_22","8_153","4_33","F",9
"9_23","8_153","4_33","F",9
"9_24","8_153","4_33","M",9
"9_25","8_110","7_71","M",9
"9_26","8_110","7_71","F",9
"9_27","8_110","7_71","F",9
"9_28","8_110","7_71","F",9
"9_29","8_154","6_169","M",9
"9_30","8_154","6_169","M",9
"9_31","8_154","6_169","M",9
"9_32","8_154","6_169","M",9
"9_33","8_143","8_197","F",9
"9_34","8_143","8_197","M",9
"9_35","8_143","8_197","M",9
"9_36","8_143","8_197","F",9
"9_37","8_10","8_5","M",9
"9_38","8_10","8_5","M",9
"9_39","8_10","8_5","F",9
"9_40","8_10","8_5","F",9
"9_41","8_142","8_53","F",9
"9_42","8_142","8_53","M",9
"9_43","8_142","8_53","F",9
"9_44","8_142","8_53","F",9
"9_45","8_37","8_198","F",9
"9_46","8_37","8_198","F",9
"9_47","8_37","8_198","M",9
"9_48","8_37","8_198","M",9
"9_49","8_29","8_36","M",9
"9_50","8_29","8_36","M",9
"9_51","8_29","8_36","M",9
"9_52","8_29","8_36","F",9
"9_53","8_48","3_98","F",9
"9_54","8_48","3_98","M",9
"9_55","8_48","3_98","F",9
"9_56","8_48","3_98","F",9
"9_57","8_189","5_61","F",9
"9_58","8_189","5_61","F",9
"9_59","8_189","5_61","F",9
"9_60","8_189","5_61","F",9
"9_61","8_81","8_149","F",9
"9_62","8_81","8_149","M",9
"9_63","8_81","8_149","F",9
"9_64","8_81","8_149","M",9
"9_65","8_16","5_158","M",9
"9_66","8_16","5_158","F",9
"9_67","8_16","5_158","M",9
"9_68","8_16","5_158","F",9
"9_69","8_111","6_123","F",9
"9_70","8_111","6_123","F",9
"9_71","8_111","6_123","F",9
"9_72","8_111","6_123","M",9
"9_73","8_92","6_147","M",9
"9_74","8_92","6_147","M",9
"9_75","8_92","6_147","F",9
"9_76","8_92","6_147","M",9
"9_77","8_134","8_173","M",9
"9_78","8_134","8_173","F",9
"9_79","8_134","8_173","F",9
"9_80","8_134","8_173","M",9
"9_81","8_33","8_169","F",9
"9_82","8_33","8_169","F",9
"9_83","8_33","8_169","F",9
"9_84","8_33","8_169","F",9
"9_85","8_34","7_30","F",9
"9_86","8_34","7_30","M",9
"9_87","8_34","7_30","F",9
"9_88","8_34","7_30","M",9
"9_89","8_15","4_34","M",9
"9_90","8_15","4_34","F",9
"9_91","8_15","4_34","F",9
"9_92","8_15","4_34","M",9
"9_93","8_105","8_136","F",9
"9_94","8_105","8_136","F",9
"9_95","8_105","8_136","M",9
"9_96","8_105","8_136","F",9
"9_97","8_40","8_177","F",9
"9_98","8_40","8_177","M",9
"9_99","8_40","8_177","M",9
"9_100","8_40","8_177","M",9
"9_101","7_5","8_193","M",9
"9_102","7_5","8_193","M",9
"9_103","7_5","8_193","F",9
"9_104","7_5","8_193","F",9
"9_105","3_164","6_41","M",9
"9_106","3_164","6_41","F",9
"9_107","3_164","6_41","F",9
"9_108","3_164","6_41","F",9
"9_109","6_193","7_40","M",9
"9_110","6_193","7_40","F",9
"9_111","6_193","7_40","F",9
"9_112","6_193","7_40","M",9
"9_113","5_178","4_197","M",9
"9_114","5_178","4_197","M",9
"9_115","5_178","4_197","F",9
"9_116","5_178","4_197","M",9
"9_117","7_15","8_195","M",9
"9_118","7_15","8_195","F",9
"9_119","7_15","8_195","M",9
"9_120","7_15","8_195","F",9
"9_121","7_47","8_163","M",9
"9_122","7_47","8_163","M",9
"9_123","7_47","8_163","F",9
"9_124","7_47","8_163","M",9
"9_125","7_52","4_158","F",9
"9_126","7_52","4_158","M",9
"9_127","7_52","4_158","M",9
"9_128","7_52","4_158","M",9
"9_129","7_181","8_128","F",9
"9_130","7_181","8_128","M",9
"9_131","7_181","8_128","M",9
"9_132","7_181","8_128","M",9
"9_133","7_189","7_33","F",9
"9_134","7_189","7_33","M",9
"9_135","7_189","7_33","F",9
"9_136","7_189","7_33","F",9
"9_137","4_171","8_56","F",9
"9_138","4_171","8_56","M",9
"9_139","4_171","8_56","F",9
"9_140","4_171","8_56","M",9
"9_141","7_75","6_180","F",9
"9_142","7_75","6_180","F",9
"9_143","7_75","6_180","M",9
"9_144","7_75","6_180","F",9
"9_145","5_14","7_170","F",9
"9_146","5_14","7_170","F",9
"9_147","5_14","7_170","F",9
"9_148","5_14","7_170","M",9
"9_149","7_140","8_44","M",9
"9_150","7_140","8_44","F",9
"9_151","7_140","8_44","F",9
"9_152","7_140","8_44","F",9
"9_153","7_167","8_63","M",9
"9_154","7_167","8_63","M",9
"9_155","7_167","8_63","F",9
"9_156","7_167","8_63","M",9
"9_157","7_25","8_161","M",9
"9_158","7_25","8_161","M",9
"9_159","7_25","8_161","F",9
"9_160","7_25","8_161","M",9
"9_161","5_8","7_54","F",9
"9_162","5_8","7_54","M",9
"9_163","5_8","7_54","M",9
"9_164","5_8","7_54","M",9
"9_165","3_149","5_74","M",9
"9_166","3_149","5_74","M",9
"9_167","3_149","5_74","F",9
"9_168","3_149","5_74","M",9
"9_169","7_79","8_139","M",9
"9_170","7_79","8_139","F",9
"9_171","7_79","8_139","F",9
"9_172","7_79","8_139","F",9
"9_173","6_42","3_191","F",9
"9_174","6_42","3_191","M",9
"9_175","6_42","3_191","F",9
"9_176","6_42","3_191","F",9
"9_177","7_171","7_125","F",9
"9_178","7_171","7_125","F",9
"9_179","7_171","7_125","F",9
"9_180","7_171","7_125","M",9
"9_181","2_198","8_60","F",9
"9_182","2_198","8_60","M",9
"9_183","2_198","8_60","M",9
"9_184","2_198","8_60","F",9
"9_185","6_102","8_51","F",9
"9_186","6_102","8_51","F",9
"9_187","6_102","8_51","M",9
"9_188","6_102","8_51","M",9
"9_189","7_24","7_68","M",9
"9_190","7_24","7_68","F",9
"9_191","7_24","7_68","F",9
"9_192","7_24","7_68","M",9
"9_193","5_22","8_45","F",9
"9_194","5_22","8_45","F",9
"9_195","5_22","8_45","F",9
"9_196","5_22","8_45","M",9
"9_197","6_101","8_18","M",9
"9_198","6_101","8_18","F",9
"9_199","6_101","8_18","M",9
"9_200","6_101","8_18","M",9
"10_1","9_90","9_197","M",10
"10_2","9_90","9_197","F",10
"10_3","9_90","9_197","F",10
"10_4","9_90","9_197","F",10
"10_5","9_103","8_36","F",10
"10_6","9_103","8_36","F",10
"10_7","9_103","8_36","M",10
"10_8","9_103","8_36","M",10
"10_9","9_45","8_163","M",10
"10_10","9_45","8_163","F",10
"10_11","9_45","8_163","F",10
"10_12","9_45","8_163","M",10
"10_13","9_66","9_143","M",10
"10_14","9_66","9_143","F",10
"10_15","9_66","9_143","F",10
"10_16","9_66","9_143","F",10
"10_17","9_185","9_54","M",10
"10_18","9_185","9_54","F",10
"10_19","9_185","9_54","F",10
"10_20","9_185","9_54","F",10
"10_21","9_181","4_158","F",10
"10_22","9_181","4_158","M",10
"10_23","9_181","4_158","M",10
"10_24","9_181","4_158","F",10
"10_25","9_161","9_182","F",10
"10_26","9_161","9_182","M",10
"10_27","9_161","9_182","M",10
"10_28","9_161","9_182","F",10
"10_29","9_118","9_149","M",10
"10_30","9_118","9_149","F",10
"10_31","9_118","9_149","M",10
"10_32","9_118","9_149","M",10
"10_33","9_155","9_148","F",10
"10_34","9_155","9_148","F",10
"10_35","9_155","9_148","F",10
"10_36","9_155","9_148","F",10
"10_37","9_27","8_193","F",10
"10_38","9_27","8_193","M",10
"10_39","9_27","8_193","F",10
"10_40","9_27","8_193","M",10
"10_41","9_193","8_198","M",10
"10_42","9_193","8_198","M",10
"10_43","9_193","8_198","M",10
"10_44","9_193","8_198","M",10
"10_45","9_147","6_41","M",10
"10_46","9_147","6_41","F",10
"10_47","9_147","6_41","F",10
"10_48","9_147","6_41","F",10
"10_49","9_36","8_128","M",10
"10_50","9_36","8_128","F",10
"10_51","9_36","8_128","M",10
"10_52","9_36","8_128","F",10
"10_53","9_6","9_196","M",10
"10_54","9_6","9_196","M",10
"10_55","9_6","9_196","F",10
"10_56","9_6","9_196","M",10
"10_57","9_142","8_195","F",10
"10_58","9_142","8_195","M",10
"10_59","9_142","8_195","M",10
"10_60","9_142","8_195","M",10
"10_61","9_63","9_169","F",10
"10_62","9_63","9_169","F",10
"10_63","9_63","9_169","F",10
"10_64","9_63","9_169","M",10
"10_65","9_159","9_180","F",10
"10_66","9_159","9_180","M",10
"10_67","9_159","9_180","F",10
"10_68","9_159","9_180","M",10
"10_69","9_41","8_45","M",10
"10_70","9_41","8_45","F",10
"10_71","9_41","8_45","M",10
"10_72","9_41","8_45","M",10
"10_73","9_56","9_192","F",10
"10_74","9_56","9_192","F",10
"10_75","9_56","9_192","F",10
"10_76","9_56","9_192","M",10
"10_77","9_40","8_161","F",10
"10_78","9_40","8_161","M",10
"10_79","9_40","8_161","M",10
"10_80","9_40","8_161","M",10
"10_81","9_44","8_53","M",10
"10_82","9_44","8_53","F",10
"10_83","9_44","8_53","M",10
"10_84","9_44","8_53","F",10
"10_85","9_141","9_158","M",10
"10_86","9_141","9_158","M",10
"10_87","9_141","9_158","F",10
"10_88","9_141","9_158","F",10
"10_89","9_78","9_200","M",10
"10_90","9_78","9_200","F",10
"10_91","9_78","9_200","M",10
"10_92","9_78","9_200","M",10
"10_93","9_129","9_116","M",10
"10_94","9_129","9_116","M",10
"10_95","9_129","9_116","F",10
"10_96","9_129","9_116","F",10
"10_97","9_53","9_77","M",10
"10_98","9_53","9_77","M",10
"10_99","9_53","9_77","F",10
"10_100","9_53","9_77","M",10
"10_101","5_178","9_30","F",10
"10_102","5_178","9_30","M",10
"10_103","5_178","9_30","F",10
"10_104","5_178","9_30","M",10
"10_105","8_16","5_61","M",10
"10_106","8_16","5_61","M",10
"10_107","8_16","5_61","F",10
"10_108","8_16","5_61","F",10
"10_109","8_110","9_95","F",10
"10_110","8_110","9_95","F",10
"10_111","8_110","9_95","M",10
"10_112","8_110","9_95","M",10
"10_113","7_5","9_187","F",10
"10_114","7_5","9_187","M",10
"10_115","7_5","9_187","F",10
"10_116","7_5","9_187","M",10
"10_117","8_143","6_169","F",10
"10_118","8_143","6_169","F",10
"10_119","8_143","6_169","M",10
"10_120","8_143","6_169","F",10
"10_121","8_34","9_188","F",10
"10_122","8_34","9_188","F",10
"10_123","8_34","9_188","M",10
"10_124","8_34","9_188","M",10
"10_125","6_101","8_5","F",10
"10_126","6_101","8_5","F",10
"10_127","6_101","8_5","F",10
"10_128","6_101","8_5","M",10
"10_129","3_149","8_18","M",10
"10_130","3_149","8_18","M",10
"10_131","3_149","8_18","F",10
"10_132","3_149","8_18","F",10
"10_133","8_10","9_105","M",10
"10_134","8_10","9_105","F",10
"10_135","8_10","9_105","M",10
"10_136","8_10","9_105","F",10
"10_137","7_189","7_33","M",10
"10_138","7_189","7_33","M",10
"10_139","7_189","7_33","M",10
"10_140","7_189","7_33","M",10
"10_141","7_15","9_10","M",10
"10_142","7_15","9_10","F",10
"10_143","7_15","9_10","F",10
"10_144","7_15","9_10","F",10
"10_145","6_193","8_127","F",10
"10_146","6_193","8_127","F",10
"10_147","6_193","8_127","M",10
"10_148","6_193","8_127","F",10
"10_149","8_74","8_107","F",10
"10_150","8_74","8_107","M",10
"10_151","8_74","8_107","M",10
"10_152","8_74","8_107","M",10
"10_153","7_52","6_181","M",10
"10_154","7_52","6_181","M",10
"10_155","7_52","6_181","F",10
"10_156","7_52","6_181","M",10
"10_157","5_8","3_98","M",10
"10_158","5_8","3_98","F",10
"10_159","5_8","3_98","F",10
"10_160","5_8","3_98","M",10
"10_161","7_140","9_18","F",10
"10_162","7_140","9_18","M",10
"10_163","7_140","9_18","F",10
"10_164","7_140","9_18","M",10
"10_165","7_47","8_63","F",10
"10_166","7_47","8_63","F",10
"10_167","7_47","8_63","F",10
"10_168","7_47","8_63","M",10
"10_169","7_171","9_140","F",10
"10_170","7_171","9_140","F",10
"10_171","7_171","9_140","F",10
"10_172","7_171","9_140","F",10
"10_173","8_37","8_136","F",10
"10_174","8_37","8_136","M",10
"10_175","8_37","8_136","F",10
"10_176","8_37","8_136","M",10
"10_177","8_111","7_170","F",10
"10_178","8_111","7_170","F",10
"10_179","8_111","7_170","M",10
"10_180","8_111","7_170","F",10
"10_181","7_181","9_37","F",10
"10_182","7_181","9_37","F",10
"10_183","7_181","9_37","M",10
"10_184","7_181","9_37","F",10
"10_185","8_134","6_161","M",10
"10_186","8_134","6_161","F",10
"10_187","8_134","6_161","M",10
"10_188","8_134","6_161","M",10
"10_189","8_152","9_7","M",10
"10_190","8_152","9_7","M",10
"10_191","8_152","9_7","F",10
"10_192","8_152","9_7","M",10
"10_193","8_92","8_169","M",10
"10_194","8_92","8_169","F",10
"10_195","8_92","8_169","M",10
"10_196","8_92","8_169","M",10
"10_197","5_14","9_62","M",10
"10_198","5_14","9_62","M",10
"10_199","5_14","9_62","M",10
"10_200","5_14","9_62","F",10
